#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:twin_alignment_1_evidence" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:twin_alignment_1_evidence" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:twin_alignment_1_evidence" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:twin_alignment_1_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.twin_alignment_1_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:twin_alignment_1_evidence" name="distribution" x="@BDBirthRate.t:twin_alignment_1_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:twin_alignment_1_evidence" name="distribution" x="@BDDeathRate.t:twin_alignment_1_evidence">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:twin_alignment_1_evidence" name="distribution">
#            <parameter id="kappa1.s:twin_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:twin_alignment_1_evidence" name="distribution">
#            <parameter id="kappa2.s:twin_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@twin_alignment_1_evidence" id="treeLikelihood.twin_alignment_1_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:twin_alignment_1_evidence">
#            <siteModel id="SiteModel.s:twin_alignment_1_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:twin_alignment_1_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:twin_alignment_1_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:twin_alignment_1_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:twin_alignment_1_evidence" kappa1="@kappa1.s:twin_alignment_1_evidence" kappa2="@kappa2.s:twin_alignment_1_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:twin_alignment_1_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:twin_alignment_1_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:twin_alignment_1_evidence" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:twin_alignment_1_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate
136	-15296.154002870067	-15298.50859980654	-15296.154002870067	-2.3545969364729773	-15296.154002870067	0.8968019265096691	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	0.5594081540179117	3.8121110769275672	0.3119458240654222
137	-15296.150529293602	-15298.383349463205	-15296.150529293602	-2.232820169604409	-15296.150529293602	0.8975625668135107	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	0.68118492088648	1.2597003224128822	0.5043591615500038
138	-15296.134160402997	-15297.869658940906	-15296.134160402997	-1.735498537909692	-15296.134160402997	0.8914719079644855	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2489747607190367	0.24493366249274934	1.1785065525811969	1.4851880205812948	0.45772140888589075
139	-15296.112622569237	-15296.830453714743	-15296.112622569237	-0.7178311455065494	-15296.112622569237	0.900123663011695	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2489747607190367	0.24493366249274934	2.1961739449843396	2.731389602939356	0.11275299183678794
140	-15296.096322716909	-15297.05554070854	-15296.096322716909	-0.9592179916302133	-15296.096322716909	0.8987016612900122	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2489747607190367	0.24493366249274934	1.9547870988606757	2.6115929092023586	0.3228039144647576
141	-15296.075668328673	-15297.246265211284	-15296.075668328673	-1.1705968826125228	-15296.075668328673	0.8957519327922397	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2489747607190367	0.24493366249274934	1.7434082078783661	1.905506347549354	0.45036041262884535
142	-15296.07031321426	-15298.609861827508	-15296.07031321426	-2.5395486132473843	-15296.07031321426	0.8944467392029005	1.0054701607951986	1.025265536306967	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	0.3957707872503984	1.6381326553845446	0.17736592621518704
143	-15296.065504382605	-15298.072988988233	-15296.065504382605	-2.0074846056279405	-15296.065504382605	0.8948514263166506	1.0054701607951986	1.025892054364718	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	0.9280645908463843	1.6915121161138185	0.26119003092269455
144	-15296.063314949917	-15297.902139287033	-15296.063314949917	-1.8388243371162805	-15296.063314949917	0.8943977832521867	1.0054701607951986	1.025892054364718	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	1.0967248593580443	2.688567745186329	0.4959082784328316
145	-15296.046376510692	-15296.930204591785	-15296.046376510692	-0.8838280810930206	-15296.046376510692	0.8961240933652547	1.0054701607951986	1.025892054364718	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	2.051721115381304	2.5278715016673585	0.2722386654647183
146	-15296.042124822954	-15297.201424546309	-15296.042124822954	-1.1592997233552378	-15296.042124822954	0.8987908096272667	1.0054701607951986	1.025892054364718	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	1.776249473119087	1.932555438175769	0.41825311556036304
147	-15296.030494549615	-15297.333907959483	-15296.030494549615	-1.303413409867387	-15296.030494549615	0.8979538434067915	1.0054701607951986	1.025892054364718	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	1.6321357866069377	3.4519070361320177	0.22473269238081742
148	-15296.029936958988	-15297.255586839106	-15296.029936958988	-1.2256498801175404	-15296.029936958988	0.8977476618058705	1.0054701607951986	1.025892054364718	0.25109239605621375	0.25372418529932833	0.24993630836203803	0.24524711028241947	1.7098993163567844	2.0850787490691696	0.21998957445017178
149	-15296.029484650095	-15297.090111126909	-15296.029484650095	-1.0606264768146456	-15296.029484650095	0.8977476618058705	1.0054701607951986	1.025892054364718	0.2507588802218499	0.25372418529932833	0.24993630836203803	0.2455806261167833	1.8749227196596792	3.425830183934336	0.16516772260443738
150	-15296.024713599794	-15297.33652370263	-15296.024713599794	-1.3118101028352231	-15296.024713599794	0.8942796913439374	0.9733640212052421	1.025892054364718	0.2507588802218499	0.25372418529932833	0.24993630836203803	0.2455806261167833	1.6122799378612456	2.024101318036682	0.2020197333746145
151	-15296.01868921552	-15297.530398775134	-15296.01868921552	-1.5117095596150019	-15296.01868921552	0.8987464712228678	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	1.4123804810814669	3.0093382502024606	0.3853064635785325
152	-15296.017492559595	-15300.64038418216	-15296.017492559595	-4.62289162256472	-15296.017492559595	0.8992851634936029	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	-1.698801581868251	1.3627228888617107	0.06939070019895037
153	-15296.012487633476	-15296.795011146052	-15296.012487633476	-0.782523512576702	-15296.012487633476	0.8949778709655956	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	2.1415665281197667	2.591851735206989	0.03522632270995927
154	-15295.99259557861	-15296.595935733887	-15295.99259557861	-0.6033401552772399	-15295.99259557861	0.8922518282184237	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	2.3207498854192288	2.868367268133859	0.02940165210688708
155	-15295.991815089887	-15298.198089577347	-15295.991815089887	-2.2062744874594244	-15295.991815089887	0.8914776215039385	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	0.7178155532370445	1.8516746887748359	0.07230372365322105
156	-15295.990662482383	-15297.36583928509	-15295.990662482383	-1.375176802706865	-15295.990662482383	0.9010530569039618	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	1.5489132379896038	3.2299296511277293	0.3007781761627167
157	-15295.989091043013	-15296.979910563818	-15295.989091043013	-0.9908195208046118	-15295.989091043013	0.8925600281102972	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.24973642597225187	0.2455806261167833	1.933270519891857	2.6374088015895327	0.36395333003247077
158	-15295.975976411532	-15298.87333555464	-15295.975976411532	-2.89735914310734	-15295.975976411532	0.89941633231603	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.25118258733816656	0.24413446475086859	0.026730897589128944	4.4991839076197095	0.19159427321107567
159	-15295.972304001507	-15298.468407386603	-15295.972304001507	-2.4961033850963714	-15295.972304001507	0.89941633231603	0.9733640212052421	1.025892054364718	0.2509587626116361	0.25372418529932833	0.25118258733816656	0.24413446475086859	0.4279866556000975	3.206696575297751	0.4682724298891002
160	-15295.969570383246	-15298.125883638104	-15295.969570383246	-2.1563132548577544	-15295.969570383246	0.8960462660908057	0.9733640212052421	1.025892054364718	0.2519299654018636	0.25372418529932833	0.25021138454793906	0.24413446475086859	0.7677767858387146	3.5202009788662973	0.35888881366040154
161	-15295.967393088144	-15296.830766232415	-15295.967393088144	-0.8633731442715733	-15295.967393088144	0.8960462660908057	0.9733640212052421	1.025892054364718	0.2519299654018636	0.25372418529932833	0.25021138454793906	0.24413446475086859	2.0607168964248954	2.3997722173975213	0.3107517037269685
162	-15295.967045479401	-15297.399960103947	-15295.967045479401	-1.4329146245457032	-15295.967045479401	0.8973288937604273	0.9733640212052421	1.025892054364718	0.2519299654018636	0.25372418529932833	0.2502861782224514	0.24405967107635626	1.4911754161507655	3.9855650208506437	0.08723451034881789
163	-15295.964767450023	-15296.9164843157	-15295.964767450023	-0.9517168656769239	-15295.964767450023	0.8962031728759935	0.9733640212052421	1.025892054364718	0.2519299654018636	0.25372418529932833	0.2502861782224514	0.24405967107635626	1.9723731750195448	2.4422852662448586	0.36480954435740054
164	-15295.963454008139	-15297.028473601673	-15295.963454008139	-1.0650195935345812	-15295.963454008139	0.8986504840521006	0.9733640212052421	1.025892054364718	0.2519299654018636	0.25372418529932833	0.2502861782224514	0.24405967107635626	1.8590704471618875	2.0831262226175404	0.3267115977485556
165	-15295.962481590803	-15297.715157060447	-15295.962481590803	-1.7526754696451092	-15295.962481590803	0.8986504840521006	0.9733640212052421	1.025892054364718	0.2519299654018636	0.25372418529932833	0.2502861782224514	0.24405967107635626	1.1714145710513595	1.82819228998906	0.2198684948816256
166	-15295.958012410918	-15297.169356266399	-15295.958012410918	-1.2113438554802662	-15295.958012410918	0.8972943856650651	0.9733640212052421	1.025892054364718	0.25171374322715995	0.25372418529932833	0.25050240039715505	0.24405967107635626	1.7127461852162025	1.8670314238244545	0.38901146191037683
167	-15295.95792364622	-15297.104159817238	-15295.95792364622	-1.1462361710187838	-15295.95792364622	0.8951211734022239	0.9733640212052421	1.025892054364718	0.25171374322715995	0.25372418529932833	0.25050240039715505	0.24405967107635626	1.7778538696776849	3.496317307623883	0.18592838086219304
168	-15295.955737456972	-15296.787623476503	-15295.955737456972	-0.8318860195303166	-15295.955737456972	0.8955083056514176	0.9733640212052421	1.025892054364718	0.25171374322715995	0.2539783198141787	0.2502482658823047	0.24405967107635626	2.092204021166152	3.0361580218310773	0.21377793294978895
169	-15295.95403864328	-15296.623878617313	-15295.95403864328	-0.6698399740319407	-15295.95403864328	0.8992243873019823	0.9733640212052421	1.025892054364718	0.25171374322715995	0.2539783198141787	0.2502482658823047	0.24405967107635626	2.254250066664528	2.797969216625841	0.0641910086860797
170	-15295.95287661035	-15299.048105024356	-15295.95287661035	-3.0952284140063844	-15295.95287661035	0.8972088514482587	0.9733640212052421	1.025892054364718	0.25171374322715995	0.25361939043573084	0.2502482658823047	0.2444186004548041	-0.17113837330991544	4.886452025317777	0.09520942136390818
171	-15295.95243557179	-15296.793800361138	-15295.95243557179	-0.8413647893491665	-15295.95243557179	0.8972088514482587	0.9757761220635259	1.025892054364718	0.25171374322715995	0.25361939043573084	0.2502482658823047	0.2444186004548041	2.0835754626130507	2.5896847982206848	0.008739405726888461
172	-15295.94912351125	-15297.14156075828	-15295.94912351125	-1.192437247031178	-15295.94912351125	0.8992783942475641	0.9757761220635259	1.0135475257602922	0.25171374322715995	0.25361939043573084	0.24991985666460598	0.24474700967250282	1.727993705706445	2.1531739032197263	0.1627422536908843
173	-15295.947156414702	-15297.0535140769	-15295.947156414702	-1.1063576621986895	-15295.947156414702	0.9004791809689477	0.9757761220635259	1.0135475257602922	0.2510625865250914	0.25361939043573084	0.24991985666460598	0.24539816637457135	1.8140732905389334	1.994707992188236	0.37448864575485086
174	-15295.945310673058	-15296.772627972605	-15295.945310673058	-0.827317299546426	-15295.945310673058	0.9004791809689477	0.9757761220635259	1.0135475257602922	0.2510625865250914	0.25361939043573084	0.24991985666460598	0.24539816637457135	2.093113653191197	2.7731631087924673	0.24780373057016566
